,['classname , numberOfBugsFoundUntil: , numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: , numberOfVersionsUntil: , numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs 
1102,['org::eclipse::pde::internal::ui::parts::TreeMessageDialog ,1,1,0,0,0,3,0,0,3,18,10,6.0,13,13,4.33333,5,10,1.66667,132.286,46.3175,3.18664,0.00230757,0.0122967,0.0957854,0.03417580000000001,1,1,1,0,10,1,3,0,23,5,0,3,0,0,4,7,5,0
1103,['org::eclipse::pde::internal::ui::editor::contentassist::display::JavaDocCommentReader ,1,1,0,0,0,3,1,0,2,23,22,7.66667,26,25,8.66667,-3,0,-1.0,110.85700000000001,73.4161,3.1918900000000003,0.00203751,0.0126634,0.097192,0.03453999999999999,1,2,0,1,10,0,5,0,42,5,25,5,0,0,5,11,12,0
1104,['org::eclipse::pde::internal::ui::parts::PluginVersionPart ,1,1,0,0,0,13,0,0,5,405,188,31.1538,251,212,19.3077,154,96,11.8462,136.143,81.5577,13.8673,0.116048,0.0373717,0.37846399999999997,0.059637300000000004,12,1,3,10,153,0,7,0,210,18,6,7,10,0,7,103,59,0
1105,['org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock ,1,1,0,0,0,19,0,0,3,1266,427,66.6316,411,127,21.6316,855,427,45.0,107.85700000000001,24.159000000000002,14.7275,0.41752,0.0525817,0.43673900000000004,0.116808,15,2,2,13,253,0,5,9,338,23,35,5,10,0,2,150,87,0
1106,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject ,1,1,0,0,0,6,0,0,3,29,18,4.83333,16,12,2.66667,13,16,2.16667,102.0,23.8473,7.347460000000001,0.0111711,0.025508199999999998,0.21697399999999997,0.052003199999999986,7,4,2,5,91,2,2,62,50,14,55,2,0,0,8,24,15,0
1107,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails ,1,1,0,0,0,16,0,0,3,564,249,35.25,458,174,28.625,106,189,6.625,99.2857,29.9248,15.0338,0.204601,0.043468599999999996,0.4213810000000001,0.0641002,12,5,2,10,253,0,15,0,274,23,34,15,14,0,9,122,39,0
1108,['org::eclipse::pde::internal::ui::search::FindDeclarationsAction ,1,1,0,0,0,15,2,0,8,80,18,5.33333,82,29,5.46667,-2,10,-0.13333299999999998,305.0,115.632,11.828,0.00717663,0.0298943,0.31454299999999996,0.0514655,6,2,1,5,1,0,1,0,27,2,3,1,0,0,1,21,7,0
1109,['org::eclipse::pde::internal::ui::editor::product::ProductInputContext ,1,1,0,0,0,9,0,0,5,41,13,4.55556,26,20,2.88889,15,12,1.66667,189.571,93.1533,7.94243,0.0172083,0.026477299999999995,0.22695900000000002,0.0659365,9,3,1,8,21,0,1,1,59,7,41,0,0,0,3,34,12,0
1110,['org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener ,1,1,0,0,0,8,1,0,3,32,16,4.0,64,52,8.0,-32,12,-4.0,135.571,52.7589,7.7069800000000015,0.0169837,0.0212977,0.21071900000000002,0.0395548,5,4,1,4,1,0,0,4,25,2,16,0,0,0,2,13,8,0
1111,['org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage ,1,1,1,0,0,43,1,0,7,433,166,10.0698,382,168,8.88372,51,166,1.18605,297.57099999999997,56.8298,17.3833,0.039958600000000004,0.0352337,0.4369270000000001,0.0443635,8,3,1,7,36,0,0,5,51,9,31,0,1,0,2,33,21,0
1112,['org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector ,1,0,0,0,0,6,0,0,3,30,12,5.0,40,22,6.66667,-10,10,-1.66667,58.1429,23.3905,4.55719,0.014036700000000003,0.029784300000000003,0.165512,0.10290099999999999,6,2,1,5,1,0,0,0,39,2,11,0,0,0,1,24,13,0
1113,['org::eclipse::pde::internal::ui::launcher::TracingBlock ,1,1,0,0,0,13,0,0,4,866,384,66.6154,108,59,8.30769,758,384,58.3077,156.0,14.1886,11.5477,0.185996,0.08014910000000001,0.429205,0.153375,15,1,5,11,210,0,10,0,282,21,6,10,11,0,9,130,53,1
1114,['org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler ,1,1,0,0,0,5,0,0,4,37,20,7.4,44,22,8.8,-7,2,-1.4,111.0,54.0695,3.82071,0.00611049,0.013404499999999998,0.112153,0.0319774,6,2,3,3,21,0,9,1,54,7,36,9,0,0,5,21,19,0
1115,['org::eclipse::pde::internal::core::feature::FeatureURLElement ,0,0,0,0,0,15,1,0,7,168,68,11.2,125,57,8.33333,43,20,2.86667,335.286,75.5978,8.44052,0.00923647,0.018046700000000002,0.21313600000000002,0.0314055,6,3,1,5,45,0,4,12,76,10,56,4,0,0,9,36,24,0
1116,['org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpWizard ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,22.7143,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,3,3,0,2,0,21,3,0,2,0,0,3,11,3,0
1117,['org::eclipse::pde::internal::core::plugin::PluginElement ,1,1,0,0,0,32,2,0,9,618,196,19.3125,531,176,16.5937,87,60,2.71875,335.286,142.466,14.4493,0.115525,0.038522,0.391226,0.06587330000000001,19,5,3,18,153,0,7,13,228,18,115,3,1,0,13,150,68,1
1118,['org::eclipse::pde::internal::ui::PDEPluginImages ,1,1,0,0,0,115,4,2,9,513,145,4.46087,404,145,3.51304,109,9,0.947826,335.286,177.571,34.2777,0.0745133,0.08304,0.90343,0.127768,5,1,4,1,10,0,233,0,33,5,6,9,3,0,2,15,6,1
1119,['org::eclipse::pde::internal::ui::editor::plugin::FragmentGeneralInfoSection ,1,1,0,0,0,27,2,0,6,795,173,29.4444,191,89,7.07407,604,173,22.3704,181.429,34.1743,19.0251,0.206434,0.0566415,0.521957,0.12470999999999999,15,4,1,14,231,0,9,1,315,22,39,9,12,0,4,153,53,0
1120,['org::eclipse::pde::internal::ui::tests::macro::BooleanSelectionCommand ,0,0,0,0,0,6,0,0,3,58,38,9.66667,50,39,8.33333,8,8,1.33333,183.857,114.448,7.2787,0.010695999999999999,0.019408599999999998,0.196003,0.037387000000000004,9,2,1,8,55,0,3,0,119,11,18,2,4,0,5,69,36,0
1121,['org::eclipse::pde::internal::core::text::bundle::ManifestHeader ,1,0,0,0,0,12,1,0,3,452,211,37.6667,138,97,11.5,314,211,26.1667,151.143,12.7911,9.96423,0.0505664,0.0221382,0.25659699999999996,0.032526400000000004,24,3,20,4,153,2,7,0,58,18,37,3,0,0,16,27,18,0
1122,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSCommandManager ,1,0,0,0,0,2,0,0,2,22,22,11.0,31,31,15.5,-9,0,-4.5,70.2857,36.1429,1.76682,0.00132191,0.0100966,0.0617154,0.0339284,4,1,1,3,66,0,4,0,75,12,6,4,2,0,10,32,24,0
1123,['org::eclipse::ui::internal::views::log::LogFilesManager ,1,1,0,0,0,3,0,0,1,15,14,5.0,6,5,2.0,9,9,3.0,32.0,0.847619,2.5911299999999997,0.00475443,0.0189386,0.0988548,0.0717567,4,1,3,1,3,0,1,0,21,3,6,1,0,0,2,11,5,0
1124,['org::eclipse::pde::internal::core::schema::SchemaCompositor ,1,1,0,0,0,27,2,0,7,250,72,9.25926,162,45,6.0,88,63,3.25926,335.286,135.562,12.4862,0.0357485,0.0239731,0.308898,0.0319584,12,4,5,7,55,0,4,13,154,11,42,3,0,0,11,78,42,0
1125,['org::eclipse::pde::internal::ui::editor::product::ConfigurationPage ,1,1,1,0,0,22,1,0,7,74,11,3.36364,50,15,2.27273,24,10,1.09091,189.28599999999997,58.583,18.6113,0.0193352,0.035641,0.46135600000000004,0.041463099999999996,8,2,2,6,10,0,4,0,30,5,28,2,1,0,2,19,8,0
1126,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRepeatedSubItem ,1,0,0,0,0,9,0,0,2,120,90,13.3333,123,90,13.6667,-3,90,-0.333333,59.2857,0.8452379999999999,4.41258,0.0169269,0.018583199999999998,0.138856,0.0463837,3,6,1,2,28,0,1,110,27,8,411,1,0,0,8,13,8,0
1127,['org::eclipse::pde::internal::ui::refactoring::PDEMoveParticipant ,1,0,0,0,0,8,0,1,2,79,28,9.875,46,27,5.75,33,25,4.125,158.0,46.358000000000004,8.456389999999999,0.0254403,0.025618099999999998,0.237405,0.05180750000000001,4,1,3,1,21,3,2,0,28,7,0,0,0,0,3,24,9,0
1128,['org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard ,1,0,0,0,0,2,0,1,2,2,2,1.0,1,1,0.5,1,1,0.5,95.5714,58.5714,1.56044,0.000498835,0.00803114,0.052585599999999996,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0
1129,['org::eclipse::pde::internal::core::feature::WorkspaceFeatureModel ,1,1,1,1,1,33,2,0,9,229,124,6.9393899999999995,201,119,6.09091,28,10,0.848485,335.286,138.53,10.912,0.011105799999999999,0.0229503,0.276409,0.0328408,12,6,4,8,120,0,4,3,106,16,86,4,0,0,14,49,25,1
1130,['org::eclipse::pde::internal::core::ant::BaseExportTask ,1,1,1,1,0,7,0,0,4,59,21,8.42857,33,16,4.71429,26,20,3.71429,128.143,40.3632,5.88694,0.0162336,0.017281499999999998,0.16399,0.033463,2,1,1,1,45,2,6,0,57,10,0,0,0,0,9,21,12,0
1131,['org::eclipse::pde::internal::ui::wizards::plugin::FragmentFieldData ,1,1,0,0,0,8,0,0,5,24,10,3.0,18,6,2.25,6,10,0.75,239.0,77.75,8.04434,0.00413317,0.0180291,0.205054,0.0343696,2,2,2,0,21,0,3,0,18,7,57,3,0,0,7,7,6,0
1132,['org::eclipse::pde::internal::ui::preferences::JavaArgumentsTab ,1,1,1,0,0,12,0,0,3,95,20,7.91667,37,25,3.08333,58,15,4.83333,145.143,36.0857,10.9671,0.013328,0.029566000000000002,0.298623,0.0489967,4,1,1,3,21,0,4,0,96,7,6,4,0,0,3,22,10,1
1133,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSObject ,1,1,0,0,0,6,0,0,3,64,32,10.6667,54,39,9.0,10,8,1.66667,102.0,43.5804,7.347460000000001,0.0194567,0.025508199999999998,0.21697399999999997,0.052003199999999986,15,3,7,8,210,5,5,30,68,21,17,3,2,0,12,49,17,0
1134,['org::eclipse::ui::internal::views::log::LogReader ,1,1,1,0,0,10,0,0,1,145,53,14.5,113,46,11.3,32,11,3.2,49.4286,9.86798,7.31355,0.0742412,0.08507,0.353524,0.21706599999999998,14,1,1,13,15,0,8,0,180,6,6,7,4,0,2,90,57,0
1135,['org::eclipse::pde::internal::ui::editor::feature::FeatureEditorMatchingStrategy ,1,1,0,0,0,10,1,0,4,91,30,9.1,81,28,8.1,10,15,1.0,177.143,54.0377,5.6766,0.049227099999999996,0.0152159,0.151782,0.0342409,2,1,0,2,0,0,2,0,28,1,6,2,0,0,1,19,9,0
1136,['org::eclipse::pde::ui::launcher::AbstractPDELaunchConfigurationTabGroup ,1,1,1,0,0,14,0,0,3,57,20,4.07143,51,28,3.6428599999999998,6,6,0.428571,104.0,43.2682,14.5709,0.014600299999999998,0.0499614,0.42749,0.10094500000000001,5,1,0,5,3,2,0,0,66,3,0,0,1,0,2,25,14,0
1137,['org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor ,1,1,0,0,0,7,5,0,1,174,74,24.8571,346,206,49.4286,-172,17,-24.5714,51.1429,9.73153,5.44491,0.132699,0.0260029,0.178602,0.0743785,3,1,0,3,0,0,0,0,12,1,0,0,0,0,1,9,2,0
1138,['org::eclipse::pde::internal::ui::templates::rcp::HelloRCPTemplate ,1,1,0,0,0,6,0,1,4,36,30,6.0,35,32,5.83333,1,3,0.166667,95.5714,52.9246,7.21846,0.014029499999999999,0.0252565,0.213975,0.0510125,13,5,1,12,91,0,2,13,108,14,80,0,4,0,9,67,19,0
1139,['org::eclipse::pde::internal::core::schema::IncludedSchemaDescriptor ,1,1,0,0,0,25,2,0,8,190,65,7.6,137,45,5.48,53,22,2.12,294.857,111.928,16.2007,0.020257400000000002,0.033750300000000004,0.411045,0.0411819,8,1,2,7,36,0,4,0,71,9,11,4,1,0,8,42,23,0
1140,['org::eclipse::pde::internal::ui::wizards::templates::NewExtensionTemplateWizard ,0,0,0,0,0,2,0,0,2,7,7,3.5,15,15,7.5,-8,0,-4.0,95.5714,61.4286,1.76682,0.000548719,0.0100966,0.0617154,0.0339284,10,3,1,9,21,0,4,0,73,7,1,4,2,0,5,35,12,0
1141,['org::eclipse::pde::internal::ui::util::LocaleUtil ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,26.2857,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2,3,1,0,0,0,29,2,6,0,0,0,2,18,6,1
1142,['org::eclipse::pde::internal::ui::editor::PDEStorageDocumentProvider ,1,1,0,0,0,4,0,0,3,6,4,1.5,8,6,2.0,-2,0,-0.5,147.571,83.0476,4.3017199999999995,0.00120741,0.0140827,0.12275699999999999,0.0344154,2,1,1,1,3,0,1,0,18,3,0,1,0,0,1,7,7,1
1143,['org::eclipse::pde::internal::ui::editor::FormLayoutFactory ,1,1,0,0,0,5,0,0,2,261,153,52.2,230,168,46.0,31,40,6.2,85.8571,31.9425,5.4123199999999985,0.0791077,0.0190808,0.160138,0.0409565,95,1,95,0,66,0,43,0,212,12,6,0,1,0,11,23,16,0
1144,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpCommand ,1,1,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0.0,33.4286,24.4286,1.17006,0.0047838,0.021469799999999997,0.068961,0.0747353,7,5,5,2,45,0,1,30,30,10,253,1,0,0,10,15,11,0
1145,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode ,1,0,0,0,0,4,0,0,2,56,51,14.0,57,51,14.25,-1,51,-0.25,58.4286,1.9898,3.1110900000000004,0.010836,0.0141444,0.100341,0.038692000000000004,5,3,2,3,1,0,2,8,7,2,39,2,0,0,2,5,2,0
1146,['org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel ,0,0,0,0,0,2,0,0,2,1,1,0.5,2,2,1.0,-1,0,-0.5,105.85700000000001,69.7143,1.77712,0.000116839,0.00961856,0.0609203,0.0309529,3,9,1,2,3,0,1,4,11,3,228,1,0,0,3,6,3,0
1147,['org::eclipse::pde::internal::ui::editor::build::BuildUtil ,1,1,0,0,0,5,0,0,4,6,4,1.2,7,4,1.4,-1,0,-0.2,263.42900000000003,98.2381,5.98276,0.00249539,0.0158814,0.159804,0.034431699999999996,4,1,3,1,0,0,0,0,10,1,6,0,0,0,1,7,3,0
1148,['org::eclipse::pde::internal::ui::wizards::plugin::ContentPage ,1,1,0,0,0,42,0,0,8,496,153,11.8095,700,239,16.6667,-204,37,-4.85714,239.0,54.5207,21.4581,0.0642518,0.0637418,0.581607,0.133499,12,1,5,7,105,2,11,0,113,15,0,0,2,0,6,51,26,1
1149,['org::eclipse::pde::internal::core::site::SiteArchive ,1,1,0,0,0,15,1,0,7,63,10,4.2,51,8,3.4,12,10,0.8,302.57099999999997,92.4603,8.61561,0.00588812,0.018504800000000002,0.21809699999999999,0.0315224,5,3,2,3,45,0,3,8,48,10,55,3,0,0,9,30,16,0
1150,['org::eclipse::pde::internal::core::FileAdapter ,1,1,1,0,0,18,1,0,8,90,26,5.0,69,26,3.83333,21,10,1.16667,335.286,119.943,10.8383,0.013034899999999999,0.0255975,0.283314,0.039760199999999996,9,1,6,3,55,1,5,0,50,11,0,5,1,0,10,25,20,0
1151,['org::eclipse::pde::internal::runtime::registry::RegistryBrowserContentProvider ,0,0,0,0,0,3,0,0,2,4,4,1.33333,0,0,0.0,4,4,1.33333,381.0,0.571429,0.0,0.0,0.0,0.0,0.0,14,1,2,12,55,0,2,0,164,11,6,1,1,1,7,65,52,0
1152,['org::eclipse::pde::internal::runtime::PDERuntimePluginImages ,0,0,0,0,0,5,0,0,2,53,39,10.6,38,34,7.6,15,6,3.0,381.0,1.91914,0.0,0.0,0.0,0.0,0.0,5,1,4,1,10,0,53,0,30,5,6,5,3,0,2,16,6,0
1153,['org::eclipse::pde::internal::ui::views::dependencies::CallersListContentProvider ,1,1,0,0,0,3,0,1,2,16,12,5.33333,17,9,5.66667,-1,4,-0.333333,108.14299999999999,43.25,3.18918,0.00637149,0.0137916,0.100676,0.0372775,3,4,1,2,1,0,0,0,34,2,18,0,0,0,2,18,8,0
1154,['org::eclipse::pde::internal::ui::editor::product::ProductEditor ,1,1,1,0,0,30,0,0,6,199,41,6.63333,107,34,3.56667,92,33,3.0666700000000002,191.143,58.7078,25.7875,0.055484300000000014,0.05734069999999999,0.6654770000000001,0.07538380000000001,18,4,1,17,190,0,2,5,89,20,78,2,1,0,10,57,25,0
1155,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSConclusionTextListener ,1,1,0,0,0,7,0,0,2,73,35,10.4286,39,26,5.57143,34,33,4.85714,98.0,37.2094,7.4999699999999985,0.0186025,0.0249391,0.21840199999999999,0.0482189,7,1,1,6,45,0,2,0,67,10,6,2,4,0,6,26,16,0
1156,['org::eclipse::pde::internal::ui::templates::ide::BaseEditorTemplate ,1,0,0,0,0,3,0,1,3,3,2,1.0,3,2,1.0,0,0,0.0,95.5714,48.9524,3.15995,0.00193225,0.012802899999999999,0.0981234,0.0309004,1,5,1,0,1,2,0,13,6,2,80,0,0,0,2,2,2,0
1157,['org::eclipse::pde::internal::core::text::plugin::PluginObjectNode ,1,1,1,0,0,29,0,1,5,729,239,25.1379,129,42,4.4482800000000005,600,239,20.6897,151.143,30.9688,18.3841,0.118152,0.06298580000000001,0.5330189999999999,0.13306199999999999,25,3,16,10,406,6,4,11,145,29,133,4,1,0,24,78,50,0
1158,['org::eclipse::pde::internal::core::target::AdditionalDirectory ,0,0,0,0,0,4,0,0,3,15,10,3.75,6,5,1.5,9,10,2.25,137.143,33.4667,4.70143,0.00253436,0.014013399999999999,0.130576,0.0313757,4,3,1,3,10,0,2,1,18,5,32,2,0,0,5,10,6,0
1159,['org::eclipse::pde::ui::templates::OptionTemplateSection ,1,1,0,0,0,22,2,0,8,745,263,33.8636,515,148,23.4091,230,115,10.4545,333.286,43.4,10.0676,0.0132674,0.021643400000000004,0.255266,0.035394300000000004,35,3,27,8,153,1,1,7,113,18,55,1,1,0,12,65,37,0
1160,['org::eclipse::pde::internal::core::util::PDETextHelper ,1,1,0,0,0,8,0,0,3,584,191,73.0,210,120,26.25,374,188,46.75,104.286,14.3733,9.50502,0.153059,0.0295029,0.271362,0.05170309999999999,34,1,27,7,66,0,1,0,283,12,6,0,7,0,5,87,57,0
1161,['org::eclipse::pde::internal::ui::templates::ide::SplashHandlersTemplate ,1,1,0,0,0,8,0,0,2,101,63,12.625,131,109,16.375,-30,15,-3.75,77.1429,26.9661,6.439780000000002,0.05098109999999999,0.0234888,0.193447,0.0497552,13,5,0,13,378,0,13,13,214,28,80,13,11,0,12,93,45,0
1162,['org::eclipse::pde::internal::ui::editor::toc::TocFormOutlinePage ,0,0,0,0,0,5,0,0,2,207,93,41.4,24,22,4.8,183,93,36.6,60.2857,3.3160800000000004,3.70646,0.010571899999999999,0.0165762,0.118772,0.0446829,8,3,2,7,10,0,0,4,30,5,21,0,0,0,2,15,10,0
1163,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpRemoveAction ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.4286,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,15,0,2,0,43,6,0,2,1,0,5,13,13,0
1164,['org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard ,1,0,0,0,0,2,0,1,2,2,2,1.0,3,3,1.5,-1,0,-0.5,95.5714,58.5714,1.56044,0.000831391,0.00803114,0.052585599999999996,0.0247077,3,6,0,3,3,0,0,0,10,3,20,0,0,0,3,7,3,0
1165,['org::eclipse::pde::internal::runtime::registry::PluginAdapter ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,2,2,1,0,0,1,16,2,5,0,0,0,1,4,2,0
1166,['org::eclipse::pde::internal::ui::editor::actions::ActionMenu ,1,0,0,0,0,2,0,0,2,4,4,2.0,7,7,3.5,-3,0,-1.5,56.1429,22.0,1.76682,0.000274359,0.0100966,0.0617154,0.0339284,1,1,1,0,10,0,2,0,26,5,0,0,0,2,4,11,9,0
1167,['org::eclipse::pde::internal::core::text::plugin::XMLTextChangeListener ,1,1,0,0,0,15,1,1,5,399,68,26.6,155,70,10.3333,244,66,16.2667,129.429,35.7744,13.1185,0.0783298,0.0364959,0.362249,0.0566518,11,3,1,10,210,0,2,3,411,21,10,2,9,0,4,226,105,0
1168,['org::eclipse::pde::internal::ui::compare::PluginContentMergeViewer ,1,1,0,0,0,4,0,0,2,27,18,6.75,14,12,3.5,13,17,3.25,59.0,8.60317,3.70646,0.00243002,0.0165762,0.118772,0.0446829,6,1,1,5,15,0,1,0,45,6,0,1,0,0,2,17,10,0
1169,['org::eclipse::pde::internal::ui::editor::plugin::MatchSection ,1,1,0,0,0,30,0,0,7,428,117,14.2667,630,231,21.0,-202,30,-6.7333300000000005,227.429,57.474,17.7108,0.07199320000000001,0.03636780000000001,0.44627,0.047180400000000004,15,3,2,13,120,0,7,0,215,16,21,6,8,0,7,101,46,0
1170,['org::eclipse::pde::internal::ui::editor::JarEntryFile ,0,0,0,0,0,10,1,0,4,47,13,4.7,25,14,2.5,22,10,2.2,204.0,58.8723,8.96317,0.00662557,0.0193884,0.22688899999999998,0.034476,6,1,2,4,28,0,2,0,36,8,0,2,0,0,8,25,11,0
1171,['org::eclipse::pde::internal::core::JavaElementChangeListener ,1,1,0,0,0,15,0,0,5,122,29,8.13333,77,34,5.13333,45,19,3.0,196.571,67.8677,13.1509,0.0207257,0.030238799999999996,0.342488,0.041557599999999986,14,1,2,13,91,0,2,0,147,14,6,2,9,0,5,93,50,0
1172,['org::eclipse::pde::ui::launcher::AbstractLaunchShortcut ,1,1,1,0,0,7,0,1,2,137,74,19.5714,51,31,7.285710000000001,86,73,12.2857,104.429,12.7768,4.5797099999999995,0.026521299999999998,0.0178985,0.139678,0.0447211,4,1,2,2,36,2,0,0,65,9,6,0,2,0,0,34,14,0
1173,['org::eclipse::pde::internal::runtime::spy::handlers::SpyHandler ,1,0,0,0,0,4,0,0,1,19,8,4.75,9,7,2.25,10,7,2.5,52.4286,17.5188,4.4139800000000005,0.00769759,0.0288568,0.161044,0.10173600000000001,1,1,0,1,1,0,1,0,15,2,0,1,0,0,2,7,6,0
1174,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSPage ,1,1,0,0,0,10,0,0,3,120,29,12.0,75,48,7.5,45,29,4.5,99.2857,26.8655,11.6432,0.0370385,0.035570099999999986,0.33115900000000004,0.059210900000000004,15,2,2,14,28,0,2,0,95,8,29,1,1,0,5,48,21,0
1175,['org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiServiceNewWizard ,1,0,0,0,0,2,0,1,2,3,3,1.5,4,4,2.0,-1,0,-0.5,95.5714,58.5714,1.56044,0.00116395,0.00803114,0.052585599999999996,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0
1176,['org::eclipse::pde::internal::ui::wizards::exports::ProductDestinationGroup ,0,0,0,0,0,10,0,0,3,273,125,27.3,33,24,3.3,240,125,24.0,140.0,5.87075,4.43166,0.03366309999999999,0.014064600000000002,0.125048,0.0342961,5,3,1,5,10,0,0,11,84,5,23,0,0,0,2,26,16,1
1177,['org::eclipse::pde::internal::ui::search::FindReferencesAction ,1,1,0,0,0,21,2,0,9,92,16,4.38095,82,31,3.90476,10,10,0.4761899999999999,305.0,143.0,14.3549,0.015804,0.0362026,0.381548,0.0620639,7,2,0,7,3,0,2,0,38,3,3,2,1,0,1,31,12,0
1178,['org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizard ,1,1,1,0,1,67,2,0,8,659,107,9.83582,575,182,8.582089999999999,84,88,1.25373,297.57099999999997,58.0098,16.4773,0.0605071,0.0462515,0.44273500000000005,0.106144,17,3,1,16,21,0,2,13,84,7,18,2,1,0,2,54,15,1
1179,['org::eclipse::pde::internal::ui::elements::ElementLabelProvider ,0,0,0,0,0,6,1,0,6,34,17,5.66667,26,15,4.33333,8,6,1.33333,335.286,200.097,6.4156900000000014,0.0033242,0.0163241,0.16933399999999998,0.034356800000000014,2,1,1,1,3,1,1,0,15,3,0,0,0,0,3,7,5,0
1180,['org::eclipse::pde::internal::core::util::PDEXMLHelper ,1,0,0,0,0,7,0,1,4,90,44,12.8571,14,13,2.0,76,44,10.8571,116.14299999999999,52.9079,6.74569,0.0221565,0.0244919,0.202465,0.050647199999999996,19,1,15,4,66,0,8,0,138,12,6,0,0,0,11,59,35,0
1181,['org::eclipse::pde::internal::ui::editor::ModelDataTransfer ,1,1,0,0,0,11,1,0,7,46,13,4.18182,41,18,3.72727,5,4,0.454545,335.286,155.776,7.47927,0.00449419,0.0178894,0.19451500000000002,0.0345277,15,1,11,4,15,0,4,0,62,6,0,3,0,0,2,21,10,0
1182,['org::eclipse::pde::internal::core::ModelProviderEvent ,1,1,1,0,0,8,1,0,6,52,31,6.5,45,31,5.625,7,6,0.875,335.286,217.59099999999998,6.425990000000001,0.00439841,0.015846100000000002,0.16853900000000002,0.0313813,5,1,5,0,15,0,5,4,22,6,11,5,0,0,6,6,9,0
1183,['org::eclipse::pde::internal::ui::properties::CompilersPropertyPage ,1,1,0,0,0,15,0,0,5,180,85,12.0,234,118,15.6,-54,4,-3.6,201.0,150.579,15.2441,0.120521,0.0741358,0.47440600000000005,0.191705,2,1,0,2,36,0,4,0,75,9,0,4,2,0,4,38,13,0
1184,['org::eclipse::pde::internal::ui::launcher::RunWorkbenchAction ,1,1,0,0,0,7,0,0,5,17,7,2.42857,18,9,2.57143,-1,1,-0.14285699999999998,227.857,115.25200000000001,7.38607,0.00305409,0.0185547,0.195233,0.0352467,2,1,0,2,0,0,0,0,9,1,0,0,0,0,1,4,1,0
1185,['org::eclipse::pde::internal::ui::preferences::EditorPreferencePage ,1,1,0,0,0,38,1,0,7,902,276,23.7368,838,303,22.0526,64,224,1.6842099999999998,326.57099999999997,168.697,13.8243,0.20858200000000002,0.028478800000000002,0.347748,0.0409902,6,1,0,6,28,0,3,11,70,8,0,3,2,0,4,32,8,1
1186,['org::eclipse::pde::internal::core::build::BuildModel ,1,1,0,0,1,14,1,0,7,137,61,9.78571,123,51,8.78571,14,10,1.0,335.286,106.508,8.50394,0.011098299999999998,0.021537999999999998,0.22504200000000002,0.0419609,14,4,8,6,6,2,3,1,41,4,63,2,0,0,4,28,10,0
