,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
315,org::eclipse::jdt::internal::codeassist::CompletionElementNotifier , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
316,org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer , 8 , 0 , 0 , 8 , 80 , 0 , 0 , 21 , 221.0 , 5.0 , 3 , 0 , 5 , 0.0 , 0 , 78.0 , 63.0 , 0 , 0 , 0 , 0 , 0 , 
317,org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration , 13 , 2 , 5 , 9 , 100 , 0 , 12 , 165 , 333.0 , 5.0 , 2 , 6 , 1 , 6.0 , 4 , 72.0 , 109.0 , 2 , 0 , 0 , 0 , 0 , 
318,org::eclipse::jdt::internal::compiler::ast::PrefixExpression , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 4.0 , 0.0 , 8 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
319,org::eclipse::jdt::core::dom::DefaultValuePairBinding , 4 , 1 , 1 , 4 , 120 , 0 , 2 , 3 , 60.0 , 11.0 , 19 , 2 , 0 , 0.0 , 10 , 28.0 , 19.0 , 0 , 0 , 0 , 0 , 0 , 
320,org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 15.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 10.0 , 15.0 , 1 , 0 , 0 , 0 , 0 , 
321,org::eclipse::jdt::internal::compiler::flow::FlowInfo , 12 , 0 , 12 , 0 , 450 , 0 , 2 , 0 , 24.0 , 15.0 , 1 , 0 , 0 , 1.0 , 15 , 28.0 , 8.0 , 0 , 0 , 0 , 0 , 0 , 
322,org::eclipse::jdt::core::dom::Block , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
323,org::eclipse::jdt::core::dom::MethodRefParameter , 0 , 0 , 0 , 0 , 45 , 0 , 3 , 1 , 29.0 , 3.0 , 2 , 2 , 0 , 0.0 , 2 , 12.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
324,org::eclipse::jdt::internal::core::search::IndexSelector , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 32.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 16.0 , 9.0 , 1 , 0 , 1 , 0 , 0 , 
325,org::eclipse::jdt::internal::compiler::ast::Wildcard , 1 , 2 , 1 , 0 , 7 , 0 , 0 , 166 , 6.0 , 1.0 , 10 , 0 , 0 , 0.0 , 1 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
326,org::eclipse::jdt::core::dom::ArrayType , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
327,org::eclipse::jdt::core::search::FieldReferenceMatch , 1 , 2 , 0 , 1 , 0 , 0 , 0 , 1 , 1.0 , 0.0 , 13 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
328,org::eclipse::jdt::core::search::SearchDocument , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
329,org::eclipse::jdt::core::ToolFactory , 8 , 0 , 7 , 1 , 0 , 0 , 2 , 0 , 8.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
330,org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor , 4 , 0 , 0 , 4 , 857 , 0 , 2 , 0 , 250.0 , 4.0 , 1 , 2 , 4 , 0.0 , 0 , 100.0 , 14.0 , 2 , 0 , 0 , 0 , 0 , 
331,org::eclipse::jdt::core::dom::ThrowStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
332,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
333,org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair , 1 , 2 , 0 , 1 , 0 , 0 , 0 , 162 , 0.0 , 0.0 , 10 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
334,org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder , 1 , 0 , 0 , 1 , 8 , 0 , 0 , 0 , 14.0 , 1.0 , 0 , 0 , 1 , 0.0 , 0 , 3.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
335,org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
336,org::eclipse::jdt::internal::compiler::impl::ByteConstant , 3 , 0 , 2 , 1 , 11 , 0 , 0 , 9 , 6.0 , 1.0 , 1 , 1 , 1 , 1.0 , 0 , 3.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
337,org::eclipse::jdt::internal::core::AnnotatableInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
338,org::eclipse::jdt::internal::core::util::ExceptionAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0.0 , 0.0 , 1 , 2 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
339,org::eclipse::jdt::core::dom::Initializer , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
340,org::eclipse::jdt::internal::codeassist::impl::AssistImportContainer , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
341,org::eclipse::jdt::internal::core::MoveElementsOperation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
342,org::eclipse::jdt::internal::compiler::parser::RecoveredStatement , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
343,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodName , 1 , 2 , 0 , 1 , 0 , 0 , 0 , 163 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
344,org::eclipse::jdt::core::dom::ClassInstanceCreation , 2 , 0 , 1 , 1 , 45 , 0 , 0 , 1 , 6.0 , 2.0 , 5 , 0 , 0 , 0.0 , 2 , 4.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
345,org::eclipse::jdt::internal::core::builder::MissingSourceFileException , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
346,org::eclipse::jdt::internal::compiler::env::EnumConstantSignature , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
347,org::eclipse::jdt::internal::compiler::ast::TypeReference , 21 , 2 , 17 , 3 , 51 , 0 , 0 , 166 , 47.0 , 3.0 , 6 , 0 , 0 , 0.0 , 2 , 21.0 , 13.0 , 0 , 0 , 0 , 0 , 0 , 
348,org::eclipse::jdt::internal::compiler::impl::CompilerStats , 1 , 0 , 1 , 0 , 0 , 0 , 3 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 3.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
349,org::eclipse::jdt::internal::codeassist::select::SelectionScanner , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 30 , 0.0 , 0.0 , 9 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
350,org::eclipse::jdt::core::dom::PackageDeclaration , 4 , 0 , 4 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
351,org::eclipse::jdt::internal::compiler::ast::CaseStatement , 5 , 2 , 2 , 3 , 0 , 0 , 1 , 165 , 11.0 , 0.0 , 2 , 0 , 0 , 1.0 , 0 , 7.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
352,org::eclipse::jdt::internal::compiler::ASTVisitor , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
353,org::eclipse::jdt::internal::compiler::ast::Literal , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
354,org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding , 1 , 2 , 1 , 0 , 0 , 0 , 0 , 120 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
355,org::eclipse::jdt::internal::core::search::matching::PatternLocator , 6 , 0 , 6 , 2 , 69 , 2 , 14 , 9 , 123.0 , 3.0 , 1 , 0 , 0 , 1.0 , 0 , 39.0 , 61.0 , 1 , 0 , 0 , 0 , 0 , 
356,org::eclipse::jdt::internal::codeassist::impl::Engine , 5 , 0 , 0 , 5 , 51 , 0 , 8 , 0 , 169.0 , 6.0 , 1 , 0 , 0 , 9.0 , 4 , 37.0 , 42.0 , 1 , 0 , 0 , 0 , 0 , 
357,org::eclipse::jdt::internal::core::SingleTypeRequestor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
358,org::eclipse::jdt::core::dom::ASTConverter , 12 , 0 , 1 , 12 , 65 , 0 , 1 , 0 , 222.0 , 1.0 , 1 , 0 , 0 , 1.0 , 0 , 78.0 , 53.0 , 1 , 1 , 0 , 0 , 0 , 
359,org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression , 5 , 2 , 0 , 5 , 0 , 0 , 1 , 166 , 104.0 , 0.0 , 6 , 0 , 0 , 1.0 , 0 , 53.0 , 43.0 , 1 , 0 , 0 , 0 , 0 , 
360,org::eclipse::jdt::internal::core::search::matching::VariablePattern , 1 , 0 , 0 , 1 , 0 , 0 , 1 , 44 , 20.0 , 0.0 , 15 , 0 , 0 , 0.0 , 0 , 3.0 , 8.0 , 0 , 0 , 0 , 0 , 0 , 
361,org::eclipse::jdt::internal::core::search::JavaSearchScope , 9 , 1 , 5 , 6 , 46 , 1 , 4 , 0 , 127.0 , 4.0 , 3 , 3 , 4 , 0.0 , 2 , 63.0 , 40.0 , 1 , 0 , 1 , 0 , 0 , 
362,org::eclipse::jdt::internal::compiler::util::SimpleSet , 7 , 0 , 7 , 0 , 9 , 0 , 0 , 0 , 14.0 , 1.0 , 0 , 0 , 0 , 0.0 , 1 , 4.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
363,org::eclipse::jdt::internal::core::jdom::DOMMember , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
364,org::eclipse::jdt::internal::core::jdom::DOMMethod , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 10.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
365,org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName , 0 , 2 , 0 , 0 , 3 , 0 , 0 , 165 , 3.0 , 1.0 , 3 , 0 , 0 , 0.0 , 1 , 3.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
366,org::eclipse::jdt::internal::compiler::ast::Javadoc , 6 , 2 , 4 , 2 , 43 , 3 , 1 , 165 , 309.0 , 5.0 , 2 , 0 , 3 , 1.0 , 1 , 84.0 , 109.0 , 3 , 0 , 0 , 0 , 0 , 
367,org::eclipse::jdt::core::dom::TypeBinding , 16 , 0 , 1 , 14 , 698 , 0 , 8 , 2 , 573.0 , 12.0 , 8 , 12 , 5 , 1.0 , 7 , 213.0 , 160.0 , 1 , 0 , 0 , 0 , 0 , 
368,org::eclipse::jdt::core::search::SearchRequestor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
369,org::eclipse::jdt::core::dom::ContinueStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
370,org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
371,org::eclipse::jdt::core::JavaModelException , 8 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
372,org::eclipse::jdt::internal::core::builder::StringSet , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
373,org::eclipse::jdt::core::search::PackageDeclarationMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 8 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
374,org::eclipse::jdt::internal::core::CreatePackageFragmentOperation , 2 , 0 , 0 , 2 , 3 , 0 , 0 , 0 , 12.0 , 1.0 , 4 , 0 , 0 , 0.0 , 0 , 7.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
375,org::eclipse::jdt::internal::core::util::ClassFileReader , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 4.0 , 0.0 , 1 , 1 , 0 , 0.0 , 0 , 2.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
376,org::eclipse::jdt::internal::compiler::ast::ArrayReference , 0 , 2 , 0 , 0 , 10 , 0 , 0 , 166 , 16.0 , 1.0 , 5 , 0 , 0 , 0.0 , 1 , 4.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
377,org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
378,org::eclipse::jdt::internal::core::BinaryMethod , 17 , 0 , 0 , 19 , 260 , 0 , 1 , 4 , 331.0 , 10.0 , 41 , 0 , 3 , 0.0 , 7 , 155.0 , 81.0 , 1 , 0 , 0 , 0 , 0 , 
379,org::eclipse::jdt::internal::core::search::matching::ImportMatchLocatorParser , 2 , 2 , 0 , 2 , 0 , 0 , 1 , 115 , 15.0 , 0.0 , 44 , 0 , 0 , 1.0 , 0 , 8.0 , 11.0 , 0 , 0 , 0 , 0 , 0 , 
380,org::eclipse::jdt::core::dom::MethodRef , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
381,org::eclipse::jdt::internal::core::util::ReferenceInfoAdapter , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 3.0 , 1.0 , 1 , 0 , 0 , 0.0 , 1 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
382,org::eclipse::jdt::internal::core::RenameResourceElementsOperation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
383,org::eclipse::jdt::core::dom::ASTMatcher , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
384,org::eclipse::jdt::core::WorkingCopyOwner , 6 , 0 , 3 , 4 , 7 , 0 , 0 , 0 , 10.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 10.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
385,org::eclipse::jdt::core::compiler::ReconcileContext , 4 , 0 , 0 , 4 , 15 , 0 , 0 , 0 , 6.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 13.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
386,org::eclipse::jdt::core::ClasspathContainerInitializer , 0 , 0 , 0 , 0 , 30 , 0 , 2 , 0 , 42.0 , 4.0 , 1 , 0 , 0 , 0.0 , 4 , 12.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
387,org::eclipse::jdt::internal::core::Annotation , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
388,org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
389,org::eclipse::jdt::internal::eval::Evaluator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
390,org::eclipse::jdt::internal::formatter::comment::JavaDocRegion , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 10.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 13.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
391,org::eclipse::jdt::core::dom::VariableBinding , 3 , 0 , 0 , 2 , 95 , 0 , 1 , 2 , 53.0 , 5.0 , 5 , 1 , 1 , 0.0 , 4 , 15.0 , 17.0 , 0 , 0 , 0 , 0 , 0 , 
392,org::eclipse::jdt::internal::compiler::problem::DefaultProblem , 2 , 1 , 1 , 1 , 70 , 0 , 5 , 73 , 51.0 , 4.0 , 5 , 4 , 0 , 0.0 , 4 , 12.0 , 24.0 , 0 , 0 , 0 , 0 , 0 , 
393,org::eclipse::jdt::core::util::ClassFormatException , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
394,org::eclipse::jdt::internal::core::builder::IncrementalImageBuilder , 4 , 0 , 1 , 3 , 90 , 0 , 1 , 9 , 193.0 , 5.0 , 15 , 0 , 2 , 0.0 , 0 , 87.0 , 53.0 , 1 , 0 , 0 , 0 , 0 , 
395,org::eclipse::jdt::internal::codeassist::select::SelectionOnNameOfMemberValuePair , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 164 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
396,org::eclipse::jdt::internal::core::SourceRefElement , 2 , 0 , 1 , 3 , 98 , 1 , 0 , 2 , 19.0 , 4.0 , 13 , 0 , 0 , 0.0 , 4 , 13.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
397,org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
398,org::eclipse::jdt::internal::core::NonJavaResource , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
399,org::eclipse::jdt::internal::core::hierarchy::HierarchyBinaryType , 1 , 0 , 0 , 1 , 79 , 0 , 2 , 4 , 29.0 , 4.0 , 5 , 2 , 0 , 0.0 , 4 , 5.0 , 9.0 , 0 , 0 , 0 , 0 , 0 , 
400,org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName , 1 , 2 , 0 , 1 , 0 , 0 , 0 , 164 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
401,org::eclipse::jdt::internal::compiler::impl::FloatConstant , 4 , 0 , 3 , 1 , 11 , 0 , 0 , 9 , 5.0 , 1.0 , 1 , 0 , 1 , 0.0 , 0 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
402,org::eclipse::jdt::internal::compiler::codegen::FloatCache , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
403,org::eclipse::jdt::internal::compiler::parser::SourceTypeConverter , 15 , 3 , 1 , 14 , 86 , 0 , 5 , 91 , 293.0 , 9.0 , 5 , 4 , 9 , 1.0 , 0 , 70.0 , 66.0 , 0 , 0 , 0 , 0 , 0 , 
404,org::eclipse::jdt::internal::core::search::matching::ClassFileMatchLocator , 16 , 0 , 0 , 16 , 70 , 0 , 2 , 9 , 238.0 , 5.0 , 1 , 2 , 8 , 0.0 , 0 , 106.0 , 80.0 , 1 , 0 , 0 , 0 , 0 , 
405,org::eclipse::jdt::internal::core::VerboseElementCache , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
406,org::eclipse::jdt::internal::core::BinaryTypeConverter , 6 , 1 , 1 , 5 , 12 , 0 , 2 , 3 , 74.0 , 3.0 , 5 , 2 , 1 , 0.0 , 2 , 18.0 , 21.0 , 0 , 0 , 0 , 0 , 0 , 
407,org::eclipse::jdt::internal::compiler::util::CompoundNameVector , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
408,org::eclipse::jdt::core::dom::PackageBinding , 13 , 0 , 0 , 13 , 27 , 0 , 1 , 2 , 77.0 , 2.0 , 3 , 1 , 0 , 0.0 , 2 , 31.0 , 19.0 , 0 , 0 , 0 , 0 , 0 , 
409,org::eclipse::jdt::internal::formatter::comment::MultiCommentLine , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 6.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
410,org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 30.0 , 1.0 , 0 , 0 , 1 , 0.0 , 0 , 3.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
411,org::eclipse::jdt::internal::compiler::codegen::VerificationTypeInfo , 3 , 0 , 1 , 2 , 9 , 0 , 0 , 0 , 25.0 , 1.0 , 8 , 0 , 0 , 0.0 , 2 , 7.0 , 8.0 , 0 , 0 , 0 , 0 , 0 , 
412,org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference , 2 , 2 , 0 , 2 , 0 , 0 , 0 , 166 , 12.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 3.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
413,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 66 , 3.0 , 1.0 , 8 , 0 , 0 , 0.0 , 1 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
414,org::eclipse::jdt::core::dom::MethodBinding , 33 , 0 , 0 , 32 , 328 , 0 , 2 , 2 , 273.0 , 12.0 , 12 , 2 , 3 , 0.0 , 11 , 141.0 , 101.0 , 0 , 0 , 0 , 0 , 0 , 
415,org::eclipse::jdt::internal::compiler::ast::ConstructorDeclaration , 5 , 2 , 0 , 5 , 0 , 0 , 1 , 163 , 48.0 , 0.0 , 2 , 0 , 0 , 1.0 , 0 , 16.0 , 14.0 , 3 , 0 , 1 , 1 , 0 , 
416,org::eclipse::jdt::internal::core::CreateCompilationUnitOperation , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 1.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 4.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
417,org::eclipse::jdt::core::CorrectionEngine , 3 , 0 , 0 , 3 , 9 , 0 , 0 , 0 , 18.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 10.0 , 3.0 , 1 , 0 , 0 , 0 , 0 , 
418,org::eclipse::jdt::internal::core::search::matching::VariableLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 23 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 1.0 , 1 , 0 , 0 , 0 , 0 , 
419,org::eclipse::jdt::internal::compiler::batch::ClasspathDirectory , 3 , 1 , 2 , 3 , 45 , 0 , 5 , 18 , 57.0 , 5.0 , 8 , 8 , 0 , 5.0 , 5 , 25.0 , 14.0 , 0 , 0 , 0 , 0 , 0 , 
420,org::eclipse::jdt::internal::core::index::MemoryIndex , 1 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 15.0 , 0.0 , 1 , 0 , 0 , 2.0 , 0 , 3.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
