,classname,numberOfBugsFoundUntil, numberOfNonTrivialBugsFoundUntil: , numberOfMajorBugsFoundUntil: , numberOfCriticalBugsFoundUntil: , numberOfHighPriorityBugsFoundUntil: ,numberOfVersionsUntil, numberOfFixesUntil: , numberOfRefactoringsUntil: , numberOfAuthorsUntil: , linesAddedUntil: , maxLinesAddedUntil: , avgLinesAddedUntil: , linesRemovedUntil: , maxLinesRemovedUntil: , avgLinesRemovedUntil: , codeChurnUntil: , maxCodeChurnUntil: , avgCodeChurnUntil: , ageWithRespectTo: , weightedAgeWithRespectTo: , CvsEntropy , CvsWEntropy , CvsLinEntropy , CvsLogEntropy , CvsExpEntropy , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc ,bugs, nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs 
1083,['org::eclipse::pde::internal::ui::parts::WizardCheckboxTablePart ,3,3,0,0,0,16,1,0,7,72,12,4.5,80,29,5,-8,8,-0.5,335.286,173.083,13.3046,0.0122304,0.0309848,0.346805,0.0459823,21,5,18,3,153,6,5,1,93,18,37,5,1,0,9,48,23,0,0,0,0,0
1084,['org::eclipse::pde::internal::ui::editor::product::AboutSection ,7,6,0,0,0,29,1,0,6,377,109,13,224,61,7.72414,153,104,5.27586,189.286,60.9003,20.0741,0.0906165,0.0445425,0.516704,0.0618206,19,3,1,18,91,0,3,0,142,14,21,3,6,0,7,79,19,0,0,0,0,0
1085,['org::eclipse::pde::internal::ui::correction::java::JavaResolutionFactory ,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,32.4286,0,0,0,0,0,0,5,1,2,3,15,0,2,0,126,6,6,0,1,0,5,17,9,0,0,0,0,0
1086,['org::eclipse::pde::internal::ui::editor::schema::SchemaOtherAttributeDetails ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60.1429,0,0,0,0,0,0,1,5,1,0,1,0,0,2,5,2,55,0,0,0,1,2,2,0,0,0,0,0
1087,['org::eclipse::pde::internal::ui::refactoring::FileMoveParticipant ,1,0,0,0,0,3,0,1,1,10,10,3.33333,1,1,0.333333,9,10,3,98.2857,2.85714,2.97312,0.00267786,0.0125834,0.09279,0.0349721,0,3,0,0,0,0,0,2,3,1,11,0,0,0,1,1,1,0,0,0,0,0
1088,['org::eclipse::pde::internal::ui::editor::FoldingStructureProviderFactory ,0,0,0,0,0,6,0,0,2,80,32,13.3333,7,5,1.16667,73,32,12.1667,122.429,15.6821,5.42019,0.0274912,0.0184547,0.157662,0.0422731,4,1,1,3,0,0,0,0,12,1,6,0,0,0,1,4,4,0,0,0,0,0
1089,['org::eclipse::pde::internal::ui::editor::feature::FeatureSpecSection ,8,7,2,0,1,37,2,0,8,1158,340,31.2973,907,294,24.5135,251,122,6.78378,335.286,97.0822,15.0525,0.105636,0.032332,0.38367,0.044481,26,3,1,25,231,0,10,0,460,22,21,10,11,0,10,183,71,0,0,0,0,0
1090,['org::eclipse::pde::internal::ui::nls::ModelChangeLabelProvider ,0,0,0,0,0,6,0,0,2,266,158,44.3333,108,87,18,158,158,26.3333,154.857,4.83942,3.76631,0.016594,0.0126621,0.107617,0.0340197,9,3,1,8,15,0,2,14,51,6,17,2,2,0,4,35,17,0,0,0,0,0
1091,['org::eclipse::pde::internal::ui::editor::text::PDEMarkerAnnotationModel ,1,1,0,0,0,3,1,0,2,5,4,1.66667,4,3,1.33333,1,1,0.333333,130.857,78.0571,3.18664,0.000531351,0.0122967,0.0957854,0.0341758,2,1,1,1,1,0,0,0,6,2,0,0,0,0,1,3,2,0,0,0,0,0
1092,['org::eclipse::pde::internal::ui::wizards::cheatsheet::CSFileWizardPage ,3,3,0,0,0,6,0,1,3,37,27,6.16667,94,44,15.6667,-57,4,-9.5,98,52.583,7.04931,0.0170527,0.0242665,0.2076,0.0484237,1,2,1,0,10,1,6,0,76,5,4,3,0,0,3,12,7,0,0,0,0,0
1093,['org::eclipse::pde::internal::ui::editor::toc::TocBlock ,1,1,0,0,0,9,0,0,3,323,143,35.8889,47,32,5.22222,276,143,30.6667,61.1429,4.77444,6.4348,0.0501229,0.0420675,0.232775,0.142203,7,2,1,6,28,0,5,0,68,8,8,5,0,0,6,21,16,0,0,0,0,0
1094,['org::eclipse::pde::internal::ui::editor::plugin::rows::ExtensionAttributeRow ,7,6,2,1,0,21,2,0,7,187,33,8.90476,181,60,8.61905,6,30,0.285714,227.429,107.274,15.6337,0.0617726,0.0365949,0.409811,0.0485056,19,1,8,11,171,2,6,0,84,19,7,0,0,0,10,47,32,0,0,0,0,0
1095,['org::eclipse::pde::internal::core::exports::FeatureBasedExportOperation ,2,2,0,0,0,7,0,0,3,15,8,2.14286,17,8,2.42857,-2,0,-0.285714,128.143,62.0476,5.77294,0.00454954,0.0192827,0.167957,0.0393903,7,2,0,7,15,2,1,7,53,6,32,0,2,0,2,37,10,2,0,1,0,0
1096,['org::eclipse::pde::internal::ui::wizards::product::ProductDefinitonWizardPage ,7,7,0,0,0,23,2,0,4,314,69,13.6522,185,66,8.04348,129,53,5.6087,188,47.8644,19.4171,0.06572,0.0434037,0.500895,0.0597239,16,1,2,14,190,0,7,0,198,20,0,7,10,0,10,97,45,1,0,0,0,0
1097,['org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsProcessor ,3,1,0,0,0,4,0,0,3,95,66,23.75,73,65,18.25,22,18,5.5,58.8571,24.6,4.0521,0.0188277,0.0211768,0.136686,0.0662827,13,1,3,10,300,0,15,14,233,25,0,1,3,1,22,100,73,0,0,0,0,0
1098,['org::eclipse::pde::internal::ui::editor::plugin::PluginExportAction ,0,0,0,0,0,9,1,0,5,44,14,4.88889,39,16,4.33333,5,3,0.555556,227.429,51.1688,7.05038,0.00270547,0.0172857,0.184482,0.0344522,7,1,1,6,3,0,1,0,36,3,0,1,1,0,2,19,6,0,0,0,0,0
1099,['org::eclipse::pde::internal::ui::elements::DefaultTableProvider ,1,1,0,0,0,8,1,0,6,23,8,2.875,19,5,2.375,4,4,0.5,335.286,108.323,7.4204,0.00375206,0.017787,0.193055,0.0345158,2,2,2,0,0,11,0,0,0,1,9,0,0,0,1,1,0,0,0,0,0,0
1100,['org::eclipse::pde::internal::ui::editor::product::OverviewPage ,4,1,0,0,0,35,1,0,7,277,50,7.91429,278,85,7.94286,-1,40,-0.0285714,189.571,47.7602,22.3051,0.103651,0.0466101,0.565657,0.0577716,13,3,1,12,36,0,2,0,62,9,37,1,3,0,2,53,16,1,0,0,0,0
1101,['org::eclipse::pde::internal::ui::editor::site::FeatureDetailsSection ,1,0,0,0,0,9,0,0,4,70,32,7.77778,105,31,11.6667,-35,1,-3.88889,194.571,42.9,10.3221,0.017749,0.0245946,0.269015,0.0426566,7,3,0,7,136,0,5,0,152,17,21,5,7,0,10,72,35,0,0,0,0,0
1102,['org::eclipse::pde::internal::ui::parts::TreeMessageDialog ,1,1,0,0,0,3,0,0,3,18,10,6,13,13,4.33333,5,10,1.66667,132.286,46.3175,3.18664,0.00230757,0.0122967,0.0957854,0.0341758,1,1,1,0,10,1,3,0,23,5,0,3,0,0,4,7,5,0,0,0,0,0
1103,['org::eclipse::pde::internal::ui::editor::contentassist::display::JavaDocCommentReader ,1,1,0,0,0,3,1,0,2,23,22,7.66667,26,25,8.66667,-3,0,-1,110.857,73.4161,3.19189,0.00203751,0.0126634,0.097192,0.03454,1,2,0,1,10,0,5,0,42,5,25,5,0,0,5,11,12,0,0,0,0,0
1104,['org::eclipse::pde::internal::ui::parts::PluginVersionPart ,8,7,0,0,0,13,0,0,5,405,188,31.1538,251,212,19.3077,154,96,11.8462,136.143,81.5577,13.8673,0.116048,0.0373717,0.378464,0.0596373,12,1,3,10,153,0,7,0,210,18,6,7,10,0,7,103,59,0,0,0,0,0
1105,['org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock ,11,8,0,0,0,19,0,0,3,1266,427,66.6316,411,127,21.6316,855,427,45,107.857,24.159,14.7275,0.41752,0.0525817,0.436739,0.116808,15,2,2,13,253,0,5,9,338,23,35,5,10,0,2,150,87,0,0,0,0,0
1106,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject ,3,3,0,0,0,6,0,0,3,29,18,4.83333,16,12,2.66667,13,16,2.16667,102,23.8473,7.34746,0.0111711,0.0255082,0.216974,0.0520032,7,4,2,5,91,2,2,62,50,14,55,2,0,0,8,24,15,0,0,0,0,0
1107,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails ,12,3,0,0,0,16,0,0,3,564,249,35.25,458,174,28.625,106,189,6.625,99.2857,29.9248,15.0338,0.204601,0.0434686,0.421381,0.0641002,12,5,2,10,253,0,15,0,274,23,34,15,14,0,9,122,39,0,0,0,0,0
1108,['org::eclipse::pde::internal::ui::search::FindDeclarationsAction ,4,3,0,0,0,15,2,0,8,80,18,5.33333,82,29,5.46667,-2,10,-0.133333,305,115.632,11.828,0.00717663,0.0298943,0.314543,0.0514655,6,2,1,5,1,0,1,0,27,2,3,1,0,0,1,21,7,0,0,0,0,0
1109,['org::eclipse::pde::internal::ui::editor::product::ProductInputContext ,2,2,0,0,0,9,0,0,5,41,13,4.55556,26,20,2.88889,15,12,1.66667,189.571,93.1533,7.94243,0.0172083,0.0264773,0.226959,0.0659365,9,3,1,8,21,0,1,1,59,7,41,0,0,0,3,34,12,0,0,0,0,0
1110,['org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener ,3,2,0,0,0,8,1,0,3,32,16,4,64,52,8,-32,12,-4,135.571,52.7589,7.70698,0.0169837,0.0212977,0.210719,0.0395548,5,4,1,4,1,0,0,4,25,2,16,0,0,0,2,13,8,0,0,0,0,0
1111,['org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage ,7,7,1,0,0,43,1,0,7,433,166,10.0698,382,168,8.88372,51,166,1.18605,297.571,56.8298,17.3833,0.0399586,0.0352337,0.436927,0.0443635,8,3,1,7,36,0,0,5,51,9,31,0,1,0,2,33,21,0,0,0,0,0
1112,['org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector ,2,0,0,0,0,6,0,0,3,30,12,5,40,22,6.66667,-10,10,-1.66667,58.1429,23.3905,4.55719,0.0140367,0.0297843,0.165512,0.102901,6,2,1,5,1,0,0,0,39,2,11,0,0,0,1,24,13,0,0,0,0,0
1113,['org::eclipse::pde::internal::ui::launcher::TracingBlock ,5,3,0,0,0,13,0,0,4,866,384,66.6154,108,59,8.30769,758,384,58.3077,156,14.1886,11.5477,0.185996,0.0801491,0.429205,0.153375,15,1,5,11,210,0,10,0,282,21,6,10,11,0,9,130,53,5,0,1,0,0
1114,['org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler ,4,3,0,0,0,5,0,0,4,37,20,7.4,44,22,8.8,-7,2,-1.4,111,54.0695,3.82071,0.00611049,0.0134045,0.112153,0.0319774,6,2,3,3,21,0,9,1,54,7,36,9,0,0,5,21,19,0,0,0,0,0
1115,['org::eclipse::pde::internal::core::feature::FeatureURLElement ,0,0,0,0,0,15,1,0,7,168,68,11.2,125,57,8.33333,43,20,2.86667,335.286,75.5978,8.44052,0.00923647,0.0180467,0.213136,0.0314055,6,3,1,5,45,0,4,12,76,10,56,4,0,0,9,36,24,0,0,0,0,0
1116,['org::eclipse::pde::internal::ui::wizards::ctxhelp::RegisterCtxHelpWizard ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22.7143,0,0,0,0,0,0,4,1,1,3,3,0,2,0,21,3,0,2,0,0,3,11,3,0,0,0,0,0
1117,['org::eclipse::pde::internal::core::plugin::PluginElement ,5,5,0,0,0,32,2,0,9,618,196,19.3125,531,176,16.5937,87,60,2.71875,335.286,142.466,14.4493,0.115525,0.038522,0.391226,0.0658733,19,5,3,18,153,0,7,13,228,18,115,3,1,0,13,150,68,2,0,0,0,0
1118,['org::eclipse::pde::internal::ui::PDEPluginImages ,34,20,0,0,0,115,4,2,9,513,145,4.46087,404,145,3.51304,109,9,0.947826,335.286,177.571,34.2777,0.0745133,0.08304,0.90343,0.127768,5,1,4,1,10,0,233,0,33,5,6,9,3,0,2,15,6,1,0,0,0,0
1119,['org::eclipse::pde::internal::ui::editor::plugin::FragmentGeneralInfoSection ,11,9,0,0,0,27,2,0,6,795,173,29.4444,191,89,7.07407,604,173,22.3704,181.429,34.1743,19.0251,0.206434,0.0566415,0.521957,0.12471,15,4,1,14,231,0,9,1,315,22,39,9,12,0,4,153,53,0,0,0,0,0
1120,['org::eclipse::pde::internal::ui::tests::macro::BooleanSelectionCommand ,0,0,0,0,0,6,0,0,3,58,38,9.66667,50,39,8.33333,8,8,1.33333,183.857,114.448,7.2787,0.010696,0.0194086,0.196003,0.037387,9,2,1,8,55,0,3,0,119,11,18,2,4,0,5,69,36,0,0,0,0,0
1121,['org::eclipse::pde::internal::core::text::bundle::ManifestHeader ,2,0,0,0,0,12,1,0,3,452,211,37.6667,138,97,11.5,314,211,26.1667,151.143,12.7911,9.96423,0.0505664,0.0221382,0.256597,0.0325264,24,3,20,4,153,2,7,0,58,18,37,3,0,0,16,27,18,0,0,0,0,0
1122,['org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSCommandManager ,1,0,0,0,0,2,0,0,2,22,22,11,31,31,15.5,-9,0,-4.5,70.2857,36.1429,1.76682,0.00132191,0.0100966,0.0617154,0.0339284,4,1,1,3,66,0,4,0,75,12,6,4,2,0,10,32,24,0,0,0,0,0
1123,['org::eclipse::ui::internal::views::log::LogFilesManager ,3,1,0,0,0,3,0,0,1,15,14,5,6,5,2,9,9,3,32,0.847619,2.59113,0.00475443,0.0189386,0.0988548,0.0717567,4,1,3,1,3,0,1,0,21,3,6,1,0,0,2,11,5,0,0,0,0,0
1124,['org::eclipse::pde::internal::core::schema::SchemaCompositor ,1,1,0,0,0,27,2,0,7,250,72,9.25926,162,45,6,88,63,3.25926,335.286,135.562,12.4862,0.0357485,0.0239731,0.308898,0.0319584,12,4,5,7,55,0,4,13,154,11,42,3,0,0,11,78,42,0,0,0,0,0
1125,['org::eclipse::pde::internal::ui::editor::product::ConfigurationPage ,3,2,1,0,0,22,1,0,7,74,11,3.36364,50,15,2.27273,24,10,1.09091,189.286,58.583,18.6113,0.0193352,0.035641,0.461356,0.0414631,8,2,2,6,10,0,4,0,30,5,28,2,1,0,2,19,8,0,0,0,0,0
1126,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRepeatedSubItem ,1,0,0,0,0,9,0,0,2,120,90,13.3333,123,90,13.6667,-3,90,-0.333333,59.2857,0.845238,4.41258,0.0169269,0.0185832,0.138856,0.0463837,3,6,1,2,28,0,1,110,27,8,411,1,0,0,8,13,8,0,0,0,0,0
1127,['org::eclipse::pde::internal::ui::refactoring::PDEMoveParticipant ,1,0,0,0,0,8,0,1,2,79,28,9.875,46,27,5.75,33,25,4.125,158,46.358,8.45639,0.0254403,0.0256181,0.237405,0.0518075,4,1,3,1,21,3,2,0,28,7,0,0,0,0,3,24,9,0,0,0,0,0
1128,['org::eclipse::pde::internal::ui::templates::ide::PopupMenuNewWizard ,2,0,0,0,0,2,0,1,2,2,2,1,1,1,0.5,1,1,0.5,95.5714,58.5714,1.56044,0.000498835,0.00803114,0.0525856,0.0247077,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,0,0,0,0
1129,['org::eclipse::pde::internal::core::feature::WorkspaceFeatureModel ,6,5,2,2,1,33,2,0,9,229,124,6.93939,201,119,6.09091,28,10,0.848485,335.286,138.53,10.912,0.0111058,0.0229503,0.276409,0.0328408,12,6,4,8,120,0,4,3,106,16,86,4,0,0,14,49,25,1,0,1,0,0
1130,['org::eclipse::pde::internal::core::ant::BaseExportTask ,2,1,1,1,0,7,0,0,4,59,21,8.42857,33,16,4.71429,26,20,3.71429,128.143,40.3632,5.88694,0.0162336,0.0172815,0.16399,0.033463,2,1,1,1,45,2,6,0,57,10,0,0,0,0,9,21,12,0,0,0,0,0
1131,['org::eclipse::pde::internal::ui::wizards::plugin::FragmentFieldData ,1,1,0,0,0,8,0,0,5,24,10,3,18,6,2.25,6,10,0.75,239,77.75,8.04434,0.00413317,0.0180291,0.205054,0.0343696,2,2,2,0,21,0,3,0,18,7,57,3,0,0,7,7,6,0,0,0,0,0
1132,['org::eclipse::pde::internal::ui::preferences::JavaArgumentsTab ,2,2,1,0,0,12,0,0,3,95,20,7.91667,37,25,3.08333,58,15,4.83333,145.143,36.0857,10.9671,0.013328,0.029566,0.298623,0.0489967,4,1,1,3,21,0,4,0,96,7,6,4,0,0,3,22,10,1,0,0,0,0
1133,['org::eclipse::pde::internal::core::cheatsheet::comp::CompCSObject ,3,3,0,0,0,6,0,0,3,64,32,10.6667,54,39,9,10,8,1.66667,102,43.5804,7.34746,0.0194567,0.0255082,0.216974,0.0520032,15,3,7,8,210,5,5,30,68,21,17,3,2,0,12,49,17,0,0,0,0,0
1134,['org::eclipse::ui::internal::views::log::LogReader ,8,5,1,0,0,10,0,0,1,145,53,14.5,113,46,11.3,32,11,3.2,49.4286,9.86798,7.31355,0.0742412,0.08507,0.353524,0.217066,14,1,1,13,15,0,8,0,180,6,6,7,4,0,2,90,57,0,0,0,0,0
1135,['org::eclipse::pde::internal::ui::editor::feature::FeatureEditorMatchingStrategy ,3,3,0,0,0,10,1,0,4,91,30,9.1,81,28,8.1,10,15,1,177.143,54.0377,5.6766,0.0492271,0.0152159,0.151782,0.0342409,2,1,0,2,0,0,2,0,28,1,6,2,0,0,1,19,9,0,0,0,0,0
1136,['org::eclipse::pde::ui::launcher::AbstractPDELaunchConfigurationTabGroup ,8,7,4,0,0,14,0,0,3,57,20,4.07143,51,28,3.64286,6,6,0.428571,104,43.2682,14.5709,0.0146003,0.0499614,0.42749,0.100945,5,1,0,5,3,2,0,0,66,3,0,0,1,0,2,25,14,0,0,0,0,0
1137,['org::eclipse::pde::internal::ui::correction::java::UnresolvedImportFixProcessor ,5,4,0,0,0,7,5,0,1,174,74,24.8571,346,206,49.4286,-172,17,-24.5714,51.1429,9.73153,5.44491,0.132699,0.0260029,0.178602,0.0743785,3,1,0,3,0,0,0,0,12,1,0,0,0,0,1,9,2,0,0,0,0,0
1138,['org::eclipse::pde::internal::ui::templates::rcp::HelloRCPTemplate ,5,2,0,0,0,6,0,1,4,36,30,6,35,32,5.83333,1,3,0.166667,95.5714,52.9246,7.21846,0.0140295,0.0252565,0.213975,0.0510125,13,5,1,12,91,0,2,13,108,14,80,0,4,0,9,67,19,0,0,0,0,0
1139,['org::eclipse::pde::internal::core::schema::IncludedSchemaDescriptor ,4,4,0,0,0,25,2,0,8,190,65,7.6,137,45,5.48,53,22,2.12,294.857,111.928,16.2007,0.0202574,0.0337503,0.411045,0.0411819,8,1,2,7,36,0,4,0,71,9,11,4,1,0,8,42,23,0,0,0,0,0
1140,['org::eclipse::pde::internal::ui::wizards::templates::NewExtensionTemplateWizard ,0,0,0,0,0,2,0,0,2,7,7,3.5,15,15,7.5,-8,0,-4,95.5714,61.4286,1.76682,0.000548719,0.0100966,0.0617154,0.0339284,10,3,1,9,21,0,4,0,73,7,1,4,2,0,5,35,12,0,0,0,0,0
1141,['org::eclipse::pde::internal::ui::util::LocaleUtil ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,26.2857,0,0,0,0,0,0,5,1,2,3,1,0,0,0,29,2,6,0,0,0,2,18,6,1,0,0,0,0
1142,['org::eclipse::pde::internal::ui::editor::PDEStorageDocumentProvider ,1,1,0,0,0,4,0,0,3,6,4,1.5,8,6,2,-2,0,-0.5,147.571,83.0476,4.30172,0.00120741,0.0140827,0.122757,0.0344154,2,1,1,1,3,0,1,0,18,3,0,1,0,0,1,7,7,1,0,0,0,0
1143,['org::eclipse::pde::internal::ui::editor::FormLayoutFactory ,4,2,0,0,0,5,0,0,2,261,153,52.2,230,168,46,31,40,6.2,85.8571,31.9425,5.41232,0.0791077,0.0190808,0.160138,0.0409565,95,1,95,0,66,0,43,0,212,12,6,0,1,0,11,23,16,0,0,0,0,0
1144,['org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpCommand ,2,1,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0,33.4286,24.4286,1.17006,0.0047838,0.0214698,0.068961,0.0747353,7,5,5,2,45,0,1,30,30,10,253,1,0,0,10,15,11,0,0,0,0,0
1145,['org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDocumentTextNode ,1,0,0,0,0,4,0,0,2,56,51,14,57,51,14.25,-1,51,-0.25,58.4286,1.9898,3.11109,0.010836,0.0141444,0.100341,0.038692,5,3,2,3,1,0,2,8,7,2,39,2,0,0,2,5,2,0,0,0,0,0
1146,['org::eclipse::pde::internal::core::bundle::WorkspaceBundleFragmentModel ,0,0,0,0,0,2,0,0,2,1,1,0.5,2,2,1,-1,0,-0.5,105.857,69.7143,1.77712,0.000116839,0.00961856,0.0609203,0.0309529,3,9,1,2,3,0,1,4,11,3,228,1,0,0,3,6,3,0,0,0,0,0
1147,['org::eclipse::pde::internal::ui::editor::build::BuildUtil ,1,1,0,0,0,5,0,0,4,6,4,1.2,7,4,1.4,-1,0,-0.2,263.429,98.2381,5.98276,0.00249539,0.0158814,0.159804,0.0344317,4,1,3,1,0,0,0,0,10,1,6,0,0,0,1,7,3,0,0,0,0,0
1148,['org::eclipse::pde::internal::ui::wizards::plugin::ContentPage ,13,12,0,0,0,42,0,0,8,496,153,11.8095,700,239,16.6667,-204,37,-4.85714,239,54.5207,21.4581,0.0642518,0.0637418,0.581607,0.133499,12,1,5,7,105,2,11,0,113,15,0,0,2,0,6,51,26,1,0,0,0,0
1149,['org::eclipse::pde::internal::core::site::SiteArchive ,1,1,0,0,0,15,1,0,7,63,10,4.2,51,8,3.4,12,10,0.8,302.571,92.4603,8.61561,0.00588812,0.0185048,0.218097,0.0315224,5,3,2,3,45,0,3,8,48,10,55,3,0,0,9,30,16,0,0,0,0,0
1150,['org::eclipse::pde::internal::core::FileAdapter ,2,2,1,0,0,18,1,0,8,90,26,5,69,26,3.83333,21,10,1.16667,335.286,119.943,10.8383,0.0130349,0.0255975,0.283314,0.0397602,9,1,6,3,55,1,5,0,50,11,0,5,1,0,10,25,20,0,0,0,0,0
1151,['org::eclipse::pde::internal::runtime::registry::RegistryBrowserContentProvider ,0,0,0,0,0,3,0,0,2,4,4,1.33333,0,0,0,4,4,1.33333,381,0.571429,0,0,0,0,0,14,1,2,12,55,0,2,0,164,11,6,1,1,1,7,65,52,0,0,0,0,0
1152,['org::eclipse::pde::internal::runtime::PDERuntimePluginImages ,0,0,0,0,0,5,0,0,2,53,39,10.6,38,34,7.6,15,6,3,381,1.91914,0,0,0,0,0,5,1,4,1,10,0,53,0,30,5,6,5,3,0,2,16,6,0,0,0,0,0
1153,['org::eclipse::pde::internal::ui::views::dependencies::CallersListContentProvider ,2,2,0,0,0,3,0,1,2,16,12,5.33333,17,9,5.66667,-1,4,-0.333333,108.143,43.25,3.18918,0.00637149,0.0137916,0.100676,0.0372775,3,4,1,2,1,0,0,0,34,2,18,0,0,0,2,18,8,0,0,0,0,0
1154,['org::eclipse::pde::internal::ui::editor::product::ProductEditor ,8,5,1,0,0,30,0,0,6,199,41,6.63333,107,34,3.56667,92,33,3.06667,191.143,58.7078,25.7875,0.0554843,0.0573407,0.665477,0.0753838,18,4,1,17,190,0,2,5,89,20,78,2,1,0,10,57,25,0,0,0,0,0
1155,['org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSConclusionTextListener ,5,3,0,0,0,7,0,0,2,73,35,10.4286,39,26,5.57143,34,33,4.85714,98,37.2094,7.49997,0.0186025,0.0249391,0.218402,0.0482189,7,1,1,6,45,0,2,0,67,10,6,2,4,0,6,26,16,0,0,0,0,0
1156,['org::eclipse::pde::internal::ui::templates::ide::BaseEditorTemplate ,2,0,0,0,0,3,0,1,3,3,2,1,3,2,1,0,0,0,95.5714,48.9524,3.15995,0.00193225,0.0128029,0.0981234,0.0309004,1,5,1,0,1,2,0,13,6,2,80,0,0,0,2,2,2,0,0,0,0,0
1157,['org::eclipse::pde::internal::core::text::plugin::PluginObjectNode ,9,8,1,0,0,29,0,1,5,729,239,25.1379,129,42,4.44828,600,239,20.6897,151.143,30.9688,18.3841,0.118152,0.0629858,0.533019,0.133062,25,3,16,10,406,6,4,11,145,29,133,4,1,0,24,78,50,0,0,0,0,0
1158,['org::eclipse::pde::internal::core::target::AdditionalDirectory ,0,0,0,0,0,4,0,0,3,15,10,3.75,6,5,1.5,9,10,2.25,137.143,33.4667,4.70143,0.00253436,0.0140134,0.130576,0.0313757,4,3,1,3,10,0,2,1,18,5,32,2,0,0,5,10,6,0,0,0,0,0
1159,['org::eclipse::pde::ui::templates::OptionTemplateSection ,2,2,0,0,0,22,2,0,8,745,263,33.8636,515,148,23.4091,230,115,10.4545,333.286,43.4,10.0676,0.0132674,0.0216434,0.255266,0.0353943,35,3,27,8,153,1,1,7,113,18,55,1,1,0,12,65,37,0,0,0,0,0
1160,['org::eclipse::pde::internal::core::util::PDETextHelper ,9,8,0,0,0,8,0,0,3,584,191,73,210,120,26.25,374,188,46.75,104.286,14.3733,9.50502,0.153059,0.0295029,0.271362,0.0517031,34,1,27,7,66,0,1,0,283,12,6,0,7,0,5,87,57,0,0,0,0,0
1161,['org::eclipse::pde::internal::ui::templates::ide::SplashHandlersTemplate ,7,3,0,0,0,8,0,0,2,101,63,12.625,131,109,16.375,-30,15,-3.75,77.1429,26.9661,6.43978,0.0509811,0.0234888,0.193447,0.0497552,13,5,0,13,378,0,13,13,214,28,80,13,11,0,12,93,45,0,0,0,0,0
1162,['org::eclipse::pde::internal::ui::editor::toc::TocFormOutlinePage ,0,0,0,0,0,5,0,0,2,207,93,41.4,24,22,4.8,183,93,36.6,60.2857,3.31608,3.70646,0.0105719,0.0165762,0.118772,0.0446829,8,3,2,7,10,0,0,4,30,5,21,0,0,0,2,15,10,0,0,0,0,0
1163,['org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpRemoveAction ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33.4286,0,0,0,0,0,0,2,1,1,1,15,0,2,0,43,6,0,2,1,0,5,13,13,0,0,0,0,0
1164,['org::eclipse::pde::internal::ui::templates::ide::MultiPageEditorNewWizard ,2,0,0,0,0,2,0,1,2,2,2,1,3,3,1.5,-1,0,-0.5,95.5714,58.5714,1.56044,0.000831391,0.00803114,0.0525856,0.0247077,3,6,0,3,3,0,0,0,10,3,20,0,0,0,3,7,3,0,0,0,0,0
1165,['org::eclipse::pde::internal::runtime::registry::PluginAdapter ,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,3,2,2,1,0,0,1,16,2,5,0,0,0,1,4,2,0,0,0,0,0
1166,['org::eclipse::pde::internal::ui::editor::actions::ActionMenu ,1,0,0,0,0,2,0,0,2,4,4,2,7,7,3.5,-3,0,-1.5,56.1429,22,1.76682,0.000274359,0.0100966,0.0617154,0.0339284,1,1,1,0,10,0,2,0,26,5,0,0,0,2,4,11,9,0,0,0,0,0
1167,['org::eclipse::pde::internal::core::text::plugin::XMLTextChangeListener ,6,4,0,0,0,15,1,1,5,399,68,26.6,155,70,10.3333,244,66,16.2667,129.429,35.7744,13.1185,0.0783298,0.0364959,0.362249,0.0566518,11,3,1,10,210,0,2,3,411,21,10,2,9,0,4,226,105,0,0,0,0,0
